,0,1,2,3
1388," But you also like don't know it's not I don't care like oh I was hits on it's like, oh, I'm just reminding you about like it, you know, I am like that, you know that I am, you know, I am. Yeah. I know, I know. But it's like, it's like you have like that's like another childish excitement about like, you know, like horseshit and yeah,",21.0,46.0,220317_002_me.wav
1389," Yeah, but like any Wheels with the funds in his like why you always tell me that when you get hit on and I was like I don't like it and when I unpacked and packed it is sort of like me. So cheaply saying that like you you're a lucky bar.",49.0,65.0,220317_002_me.wav
1390, 1 sack.,81.0,82.0,220317_002_me.wav
1391, When do dinner?,117.0,119.0,220317_002_me.wav
1392," Oh, yeah, let's do that now. Oh my God, you have to do it. Like before 7 though, cuz they accident they stopped Manning the desk at 7.",144.0,152.0,220317_002_me.wav
1393, Sweet like 5 minutes to go. See the obvious. They do breakfast at 7. So,154.0,160.0,220317_002_me.wav
1394, What do you feel like what?,168.0,175.0,220317_002_me.wav
1395," It's better than this feels like a close at the saying. I don't know what it is. Like. It's it's like, I'm just saying somehow like those two things alike, intertwine do can come out in the same night. They can come out to the same. Now.",175.0,194.0,220317_002_me.wav
1396, Now not in like that. I don't have a mosque.,196.0,200.0,220317_002_me.wav
1397," Indians pitching spies just, you know, it's like you don't like the Percy Jackson ever read those.",200.0,208.0,220317_002_me.wav
1398," The deposit, the accident thing, you know, how like that the goddesses I like can be told because that there's something else about them like Ambrosia. Like do you think that we could do breakfast at 7 tomorrow? Yes. At like 7:30 something tomorrow, so much.",208.0,236.0,220317_002_me.wav
1399," If I was just like, not alive before I'm like outside.",237.0,242.0,220317_002_me.wav
1400," Yeah, I know ya. Let's do that. I would love to just write some more poetry.",243.0,250.0,220317_002_me.wav
1401," I also think I haven't spent, I haven't spent enough time alone in the past week.",252.0,258.0,220317_002_me.wav
1402," Yeah, I know. That's so fantastic. When that's done. You know, I feel like spiritually heels a little bit and everything. I own everything else. I just, I feel very much like healed partly. The reason why I stopped writing. The Poetry was the same reason why I like it. I stopped doing music because it was just most of it ended up for really doc. You know, it was just like I was surprised that. Yeah. I know. I know. It's like it's like slightly like it. I couldn't show any of it. This is what I did this one time. She just came so, so yeah. And I felt like also like it because you look me in the eyes.",268.0,327.0,220317_002_me.wav
1403," Do you know, do you know what I mean? Yeah.",328.0,335.0,220317_002_me.wav
1404," Exactly know. But it was it was different than that. I'm sorry about that, by the way.",338.0,342.0,220317_002_me.wav
1405," If it was not bad thing is like you'd like me to home in the pet more than, you know, like, you recognized it immediately when it was happening last minute, but like I know, right? But the thing is is I don't, you know, and the fact that like I wasn't sharing the stock, I wasn't sharing this dog side with her fully but like it was like I'm trying to shop it scary.",345.0,379.0,220317_002_me.wav
1406," Oh, yeah, looking we did it. We did it fall before then.",379.0,384.0,220317_002_me.wav
1407," Yeah, I don't know how to respond to that either with sanch. She like 12 this like, our tender and then like, you know, I really like yeah, it's almost as if we were talking about like the fact that like I have a big penis or something like that. Just a weird Carson pussy, and we just talked about that.",386.0,428.0,220317_002_me.wav
1408," Yeah, I end up end up saying something that I just in The Rustic I'm still reeling from that thing. I said, you know, it sounds like, well, yeah, you're too bad. I don't have to say anything too bad for like this. I feel like if you still in the. So it's like, after you want to sit down by the rain just like",432.0,453.0,220317_002_me.wav
1409, A reservation for for Ariana.,456.0,460.0,220317_002_me.wav
1410," You know, we should always have otherwise I'll be back again.",461.0,465.0,220317_002_me.wav
1411,"Yeah, I know. I feel like what we left the office. I'm glad we stayed that night though.",0.0,7.0,220316_001_me.wav
1412, I'm going to brush my teeth really quick. It's a little deeper here.,22.0,26.0,220316_001_me.wav
1413," I fucken love being, it feels like one of those like natural things ever.",45.0,49.0,220316_001_me.wav
1414, Black guy from wonderful.,50.0,53.0,220316_001_me.wav
1415, Can I open the weather?,64.0,66.0,220316_001_me.wav
1416, Somehow like things can also justify a whole trip.,71.0,75.0,220316_001_me.wav
1417," You know, I know but it's Trio vang's, the hands of the river.",75.0,89.0,220316_001_me.wav
1418," Looking forward to the goblin Han-Dee swallow. Just like it, you know, just relaxing out in Joshua Tree.",89.0,103.0,220316_001_me.wav
1419," Oh, yeah. Oh my God. Oh my God, that sounds",104.0,108.0,220316_001_me.wav
1420, What are we can even do that on Thursday? Is that such a beautiful hike. This is fucking gorgeous.,108.0,123.0,220316_001_me.wav
1421, Like right here on the plains.,124.0,127.0,220316_001_me.wav
1422," Making all the people saw her. We should put every single Russian on the hit-list. We should put every Russian on, the hit-list, take him out. And thinking that, even though he's like I said, but this is a, it's a, it's a gift, the same thing. It's not only is it a home, but it gives the same feeling of the ocean. Sort of like, Limitless expanse.",133.0,168.0,220316_001_me.wav
1423, I want been coming along. I haven't really seen myself in the mirror for ya. Me too.,177.0,184.0,220316_001_me.wav
1424," I think one of the coolest things about my relationship with songe, is that a parent's rap for me?",185.0,191.0,220316_001_me.wav
1425," Her parents Raps For me, even like when we were broken up.",192.0,196.0,220316_001_me.wav
1426," Yeah, I know. They're like, oh, they're like, it seems like your soulmate. You know, she broke up like, you know.",196.0,209.0,220316_001_me.wav
1427," They did a rap for me. I know it's like I'm extremely grateful for it. Somehow know that they like to see that they saw songe, you know, I bet they would be like it happy. I would like a lazy boy, you know, like a like a like a good deal.",209.0,234.0,220316_001_me.wav
1428," Yeah, I know exactly. I'm not sure if that too much, and that likes to pay that kind of new agey issue. It's it's more that like, you know, that like it despite that and they didn't put up. I think partly because I saw how unhappy she was. Yeah. Yeah, hundred percent.",234.0,255.0,220316_001_me.wav
1429," No, I I think that we would have been together regardless but like an environment cereal, sent it like sped up the process also gave us the time to really just like sit with one, another walk through some details time before cuz I weirdest Raonic.",257.0,272.0,220316_001_me.wav
1430," Very much. So, my dad absolutely love songs. Specially when Mom does too, but my mom, like isn't as like Outlaws. My dad is my dad. Like whenever she comes here like before the fuck out of everything, you know, you know, bring out like two bottles of wine. Like make I taste like all of that and then like it when I'm a boy and I'm not sure if you listen so much. I think he's just really he really likes her. But like I'm not sure like how much he listens.",272.0,306.0,220316_001_me.wav
1431," Yeah, that would, that's what it does drift look like with my parents at like, it does do very much just into like deep conversation and like a lot of like it. Like he doesn't like anything. They have long conversations together, you know, but it's it's, it's like I said, it's like recognize it when it was Sonics in life. Don't disrespect her about four dreams.",313.0,351.0,220316_001_me.wav
1432, I have those dreams to her.,353.0,356.0,220316_001_me.wav
1433, It's funny how our brain choreograph. Those events.,362.0,366.0,220316_001_me.wav
1434," No, don't go. In felt that Campground aquafine husband. Well.",371.0,375.0,220316_001_me.wav
1435," Do you mind if we pull production of like, some of these events?",380.0,385.0,220316_001_me.wav
1436," yeah, is like the most bass or like, you know, just like like right out of like a",386.0,396.0,220316_001_me.wav
1437," Yeah, this is so fun. Is that she feels so good to have, like, a whole wild in your back. Yeah. I know. It was hard for me.",407.0,415.0,220316_001_me.wav
